Player,Game,Score,Accuracy,PlayTimeMinutes,SkillTier
PixelPete,Donkey Kong,45296,76,3,Casual
RetroRider,Pac-Man,94955,93,3,Pro Gamer
SegaSam,Donkey Kong,137873,74,22,Grandmaster
RetroRider,Space Invaders,29007,94,5,Novice
ChompQueen,Space Invaders,151828,76,36,Grandmaster
RetroRider,Space Invaders,91606,75,4,Pro Gamer
ChompQueen,Galaga,128910,92,15,Grandmaster
SegaSam,Frogger,107765,66,42,Pro Gamer
SegaSam,Donkey Kong,127981,78,14,Grandmaster
ChompQueen,Frogger,117811,81,19,Pro Gamer
ChompQueen,Galaga,38226,87,14,Casual
NeoGeo,Galaga,134974,97,40,Grandmaster
KongKiller,Galaga,133172,78,35,Grandmaster
RetroRider,Pac-Man,59636,82,15,Casual
ChompQueen,Frogger,31383,79,3,Casual
RetroRider,Space Invaders,59591,66,30,Casual
BlipBlop,Galaga,15795,68,41,Novice
KongKiller,Galaga,12352,81,13,Novice
SegaSam,Space Invaders,19016,75,21,Novice
SegaSam,Galaga,127325,73,20,Grandmaster
KongKiller,Donkey Kong,16247,96,46,Novice
SegaSam,Frogger,135710,77,34,Grandmaster
NeoGeo,Donkey Kong,93203,92,45,Pro Gamer
RetroRider,Donkey Kong,17217,65,8,Novice
ChompQueen,Space Invaders,24206,90,42,Novice
ChompQueen,Pac-Man,60294,95,30,Casual
RetroRider,Donkey Kong,150552,73,20,Grandmaster
PixelPete,Frogger,124581,63,14,Grandmaster
BlipBlop,Space Invaders,67258,75,2,Casual
ChompQueen,Donkey Kong,59875,85,11,Casual
SegaSam,Pac-Man,76616,98,33,Casual
SegaSam,Frogger,114509,65,39,Pro Gamer
KongKiller,Galaga,123389,99,9,Grandmaster
NeoGeo,Pac-Man,80996,61,23,Pro Gamer
SegaSam,Pac-Man,42840,96,25,Casual
NeoGeo,Space Invaders,82671,82,12,Pro Gamer
PixelPete,Donkey Kong,131195,62,32,Grandmaster
NeoGeo,Pac-Man,139159,83,35,Grandmaster
NeoGeo,Space Invaders,67596,84,7,Casual
RetroRider,Frogger,144420,68,14,Grandmaster
ChompQueen,Galaga,48124,78,9,Casual
KongKiller,Donkey Kong,9789,70,12,Novice
SegaSam,Galaga,73613,93,39,Casual
SegaSam,Donkey Kong,54661,72,5,Casual
KongKiller,Donkey Kong,111384,89,12,Pro Gamer
BlipBlop,Space Invaders,98362,96,26,Pro Gamer
BlipBlop,Pac-Man,21011,80,7,Novice
ChompQueen,Pac-Man,121056,74,26,Grandmaster
RetroRider,Pac-Man,44937,84,3,Casual
ChompQueen,Galaga,8963,81,34,Novice
RetroRider,Donkey Kong,54892,74,20,Casual
SegaSam,Pac-Man,121585,65,24,Grandmaster
NeoGeo,Frogger,11293,75,26,Novice
RetroRider,Space Invaders,69519,77,20,Casual
NeoGeo,Donkey Kong,148964,97,34,Grandmaster
ChompQueen,Space Invaders,63066,68,24,Casual
ChompQueen,Space Invaders,116066,97,11,Pro Gamer
KongKiller,Galaga,43958,61,39,Casual
SegaSam,Frogger,140555,66,18,Grandmaster
SegaSam,Frogger,106588,73,22,Pro Gamer
NeoGeo,Pac-Man,105977,93,29,Pro Gamer
SegaSam,Pac-Man,109061,73,41,Pro Gamer
KongKiller,Pac-Man,21988,89,18,Novice
NeoGeo,Frogger,35340,70,25,Casual
KongKiller,Frogger,22837,71,18,Novice
ChompQueen,Space Invaders,60905,94,21,Casual
RetroRider,Donkey Kong,8993,94,9,Novice
ChompQueen,Space Invaders,102672,88,32,Pro Gamer
PixelPete,Frogger,19802,71,35,Novice
ChompQueen,Frogger,130656,84,15,Grandmaster
RetroRider,Frogger,71832,85,10,Casual
RetroRider,Galaga,116640,78,17,Pro Gamer
ChompQueen,Pac-Man,96094,74,45,Pro Gamer
RetroRider,Galaga,67532,87,43,Casual
NeoGeo,Space Invaders,152577,63,8,Grandmaster
PixelPete,Frogger,20902,70,36,Novice
NeoGeo,Space Invaders,65883,68,22,Casual
PixelPete,Donkey Kong,19168,76,43,Novice
NeoGeo,Frogger,43830,70,11,Casual
PixelPete,Pac-Man,128878,75,9,Grandmaster
SegaSam,Frogger,26332,87,25,Novice
SegaSam,Frogger,72465,61,20,Casual
RetroRider,Donkey Kong,48914,74,30,Casual
KongKiller,Galaga,47543,62,10,Casual
BlipBlop,Space Invaders,80188,89,14,Pro Gamer
RetroRider,Frogger,92967,79,40,Pro Gamer
SegaSam,Space Invaders,108323,90,6,Pro Gamer
NeoGeo,Frogger,57633,70,12,Casual
PixelPete,Galaga,122043,96,19,Grandmaster
NeoGeo,Donkey Kong,144058,91,41,Grandmaster
RetroRider,Galaga,99049,64,34,Pro Gamer
ChompQueen,Galaga,54093,93,40,Casual
BlipBlop,Frogger,105081,66,20,Pro Gamer
SegaSam,Frogger,149846,95,6,Grandmaster
NeoGeo,Space Invaders,123797,69,46,Grandmaster
BlipBlop,Pac-Man,141425,88,28,Grandmaster
BlipBlop,Galaga,20889,79,27,Novice
ChompQueen,Space Invaders,89368,67,37,Pro Gamer
PixelPete,Frogger,23324,60,33,Novice
BlipBlop,Frogger,129810,84,11,Grandmaster
BlipBlop,Space Invaders,37664,77,30,Casual
PixelPete,Pac-Man,40175,85,32,Casual
PixelPete,Space Invaders,36674,75,36,Casual
KongKiller,Space Invaders,115641,93,45,Pro Gamer
NeoGeo,Galaga,93781,84,34,Pro Gamer
ChompQueen,Donkey Kong,65997,99,26,Casual
ChompQueen,Frogger,119871,99,28,Pro Gamer
KongKiller,Donkey Kong,68751,67,30,Casual
SegaSam,Donkey Kong,126943,74,23,Grandmaster
PixelPete,Pac-Man,113572,76,44,Pro Gamer
SegaSam,Pac-Man,99406,82,16,Pro Gamer
NeoGeo,Space Invaders,152466,63,11,Grandmaster
BlipBlop,Donkey Kong,141242,61,39,Grandmaster
PixelPete,Space Invaders,125834,93,16,Grandmaster
PixelPete,Donkey Kong,120154,93,9,Grandmaster
BlipBlop,Frogger,123694,95,21,Grandmaster
BlipBlop,Donkey Kong,30755,88,32,Casual
SegaSam,Space Invaders,105350,92,11,Pro Gamer
RetroRider,Space Invaders,53776,97,35,Casual
BlipBlop,Pac-Man,33333,65,8,Casual
KongKiller,Frogger,43864,79,10,Casual
RetroRider,Donkey Kong,56881,64,22,Casual
ChompQueen,Donkey Kong,103760,73,31,Pro Gamer
PixelPete,Donkey Kong,67128,98,16,Casual
PixelPete,Donkey Kong,132537,65,13,Grandmaster
BlipBlop,Frogger,31670,66,16,Casual
BlipBlop,Space Invaders,130845,96,39,Grandmaster
ChompQueen,Pac-Man,39915,74,26,Casual
ChompQueen,Frogger,74378,74,32,Casual
BlipBlop,Donkey Kong,15907,81,23,Novice
NeoGeo,Frogger,83289,67,6,Pro Gamer
SegaSam,Donkey Kong,127974,83,42,Grandmaster
SegaSam,Galaga,29183,62,34,Novice
RetroRider,Frogger,91734,92,15,Pro Gamer
PixelPete,Space Invaders,27354,62,39,Novice
SegaSam,Donkey Kong,81295,63,45,Pro Gamer
NeoGeo,Donkey Kong,10527,77,7,Novice
ChompQueen,Donkey Kong,77233,79,24,Casual
PixelPete,Space Invaders,95112,63,28,Pro Gamer
BlipBlop,Pac-Man,58066,65,8,Casual
NeoGeo,Space Invaders,92579,89,19,Pro Gamer
NeoGeo,Pac-Man,46567,79,14,Casual
SegaSam,Frogger,119149,80,30,Pro Gamer
ChompQueen,Donkey Kong,123834,80,40,Grandmaster
NeoGeo,Frogger,27957,68,40,Novice
RetroRider,Pac-Man,31278,88,13,Casual
RetroRider,Space Invaders,33268,96,4,Casual
PixelPete,Pac-Man,65910,87,3,Casual
PixelPete,Frogger,111666,66,29,Pro Gamer
ChompQueen,Donkey Kong,67388,99,44,Casual
RetroRider,Donkey Kong,22987,61,6,Novice
SegaSam,Frogger,75349,89,27,Casual
NeoGeo,Pac-Man,24248,73,3,Novice
KongKiller,Pac-Man,147146,61,10,Grandmaster
SegaSam,Galaga,152210,97,20,Grandmaster
KongKiller,Donkey Kong,132763,72,32,Grandmaster
ChompQueen,Space Invaders,140265,76,19,Grandmaster
ChompQueen,Galaga,103301,73,40,Pro Gamer
RetroRider,Pac-Man,83978,96,43,Pro Gamer
RetroRider,Donkey Kong,111818,86,44,Pro Gamer
RetroRider,Donkey Kong,92327,84,34,Pro Gamer
ChompQueen,Space Invaders,129448,62,26,Grandmaster
SegaSam,Donkey Kong,118424,67,2,Pro Gamer
RetroRider,Galaga,42266,99,11,Casual
PixelPete,Donkey Kong,80150,87,17,Pro Gamer
RetroRider,Space Invaders,25460,74,39,Novice
NeoGeo,Galaga,102528,90,37,Pro Gamer
BlipBlop,Galaga,104499,87,9,Pro Gamer
KongKiller,Pac-Man,36174,97,32,Casual
NeoGeo,Space Invaders,22617,97,21,Novice
NeoGeo,Frogger,30363,86,11,Casual
PixelPete,Pac-Man,124830,73,19,Grandmaster
SegaSam,Frogger,125863,75,18,Grandmaster
RetroRider,Pac-Man,114106,96,18,Pro Gamer
ChompQueen,Donkey Kong,89042,69,46,Pro Gamer
RetroRider,Frogger,16824,100,35,Novice
RetroRider,Donkey Kong,106204,78,10,Pro Gamer
ChompQueen,Galaga,150141,60,37,Grandmaster
NeoGeo,Frogger,21920,98,11,Novice
PixelPete,Frogger,96431,91,6,Pro Gamer
PixelPete,Pac-Man,13017,82,43,Novice
NeoGeo,Donkey Kong,120153,87,9,Grandmaster
ChompQueen,Space Invaders,67492,67,46,Casual
PixelPete,Galaga,28643,82,7,Novice
BlipBlop,Pac-Man,107293,93,32,Pro Gamer
SegaSam,Frogger,153944,89,20,Grandmaster
BlipBlop,Space Invaders,101918,78,8,Pro Gamer
PixelPete,Galaga,61895,92,46,Casual
NeoGeo,Space Invaders,28665,85,22,Novice
SegaSam,Space Invaders,121187,98,23,Grandmaster
SegaSam,Space Invaders,91582,83,15,Pro Gamer
ChompQueen,Donkey Kong,57487,80,12,Casual
KongKiller,Donkey Kong,79472,76,19,Casual
NeoGeo,Galaga,23817,92,46,Novice
SegaSam,Space Invaders,114633,68,9,Pro Gamer
BlipBlop,Space Invaders,42512,94,32,Casual
SegaSam,Frogger,102837,92,15,Pro Gamer
KongKiller,Frogger,17385,96,8,Novice
PixelPete,Frogger,121012,82,6,Grandmaster
NeoGeo,Galaga,86931,92,6,Pro Gamer
RetroRider,Space Invaders,92305,78,30,Pro Gamer
KongKiller,Frogger,65187,65,9,Casual
SegaSam,Donkey Kong,116616,62,25,Pro Gamer
SegaSam,Space Invaders,68803,91,17,Casual
NeoGeo,Donkey Kong,42331,86,21,Casual
KongKiller,Frogger,75276,73,2,Casual
RetroRider,Frogger,8700,99,9,Novice
RetroRider,Donkey Kong,64523,87,11,Casual
PixelPete,Frogger,138831,60,5,Grandmaster
RetroRider,Galaga,146680,83,34,Grandmaster
NeoGeo,Galaga,147583,88,37,Grandmaster
KongKiller,Frogger,41065,89,25,Casual
KongKiller,Space Invaders,19576,74,27,Novice
KongKiller,Donkey Kong,55726,87,17,Casual
SegaSam,Pac-Man,127596,95,7,Grandmaster
KongKiller,Pac-Man,24927,75,38,Novice
ChompQueen,Frogger,16934,97,12,Novice
ChompQueen,Frogger,83928,81,42,Pro Gamer
RetroRider,Donkey Kong,147876,95,9,Grandmaster
PixelPete,Space Invaders,145053,66,13,Grandmaster
PixelPete,Galaga,20425,94,28,Novice
KongKiller,Pac-Man,82496,69,15,Pro Gamer
SegaSam,Space Invaders,56792,69,31,Casual
BlipBlop,Space Invaders,35976,64,25,Casual
BlipBlop,Pac-Man,81509,65,32,Pro Gamer
ChompQueen,Space Invaders,34133,66,40,Casual
KongKiller,Galaga,8445,82,11,Novice
PixelPete,Frogger,40503,75,37,Casual
NeoGeo,Galaga,56461,98,21,Casual
SegaSam,Pac-Man,53797,69,14,Casual
PixelPete,Galaga,71319,66,43,Casual
SegaSam,Galaga,151601,92,17,Grandmaster
NeoGeo,Galaga,30760,65,25,Casual
RetroRider,Galaga,39249,87,41,Casual
BlipBlop,Pac-Man,114959,61,8,Pro Gamer
PixelPete,Galaga,11137,78,40,Novice
ChompQueen,Donkey Kong,31824,65,9,Casual
RetroRider,Space Invaders,82429,87,17,Pro Gamer
KongKiller,Galaga,55933,80,23,Casual
KongKiller,Galaga,114899,100,33,Pro Gamer
NeoGeo,Galaga,148046,78,5,Grandmaster
SegaSam,Galaga,74381,92,17,Casual
PixelPete,Pac-Man,31135,76,4,Casual
KongKiller,Frogger,48245,88,38,Casual
ChompQueen,Pac-Man,18591,63,3,Novice
RetroRider,Pac-Man,11593,68,8,Novice
ChompQueen,Space Invaders,14657,66,4,Novice
ChompQueen,Pac-Man,95959,69,44,Pro Gamer
NeoGeo,Space Invaders,40915,78,15,Casual
PixelPete,Donkey Kong,60971,79,13,Casual
ChompQueen,Donkey Kong,138228,78,45,Grandmaster
PixelPete,Galaga,112764,73,16,Pro Gamer
BlipBlop,Pac-Man,86058,62,28,Pro Gamer
BlipBlop,Galaga,127181,87,36,Grandmaster
NeoGeo,Space Invaders,60216,96,43,Casual
RetroRider,Space Invaders,152359,78,43,Grandmaster
KongKiller,Frogger,122326,79,19,Grandmaster
BlipBlop,Galaga,126828,84,16,Grandmaster
PixelPete,Donkey Kong,121362,74,6,Grandmaster
SegaSam,Donkey Kong,58975,100,7,Casual
NeoGeo,Galaga,93276,69,5,Pro Gamer
SegaSam,Donkey Kong,76504,62,4,Casual
RetroRider,Galaga,122104,84,43,Grandmaster
RetroRider,Frogger,27132,88,32,Novice
PixelPete,Galaga,34819,93,33,Casual
KongKiller,Frogger,132642,98,11,Grandmaster
BlipBlop,Pac-Man,6768,81,45,Novice
KongKiller,Galaga,8440,74,3,Novice
RetroRider,Galaga,105956,60,17,Pro Gamer
SegaSam,Donkey Kong,39773,79,22,Casual
RetroRider,Pac-Man,85733,82,36,Pro Gamer
KongKiller,Space Invaders,89104,92,24,Pro Gamer
ChompQueen,Donkey Kong,117977,77,44,Pro Gamer
NeoGeo,Space Invaders,153326,99,29,Grandmaster
BlipBlop,Frogger,53490,76,12,Casual
SegaSam,Frogger,126161,98,9,Grandmaster
RetroRider,Pac-Man,80399,64,36,Pro Gamer
KongKiller,Pac-Man,17724,72,18,Novice
SegaSam,Space Invaders,80645,61,3,Pro Gamer
NeoGeo,Pac-Man,75996,84,26,Casual
SegaSam,Space Invaders,118372,80,4,Pro Gamer
ChompQueen,Donkey Kong,92945,99,38,Pro Gamer
RetroRider,Galaga,9918,67,16,Novice
PixelPete,Galaga,84131,82,45,Pro Gamer
ChompQueen,Donkey Kong,105754,67,17,Pro Gamer
SegaSam,Space Invaders,94600,94,38,Pro Gamer
KongKiller,Space Invaders,146270,92,20,Grandmaster
NeoGeo,Space Invaders,55258,88,12,Casual
SegaSam,Frogger,41075,88,27,Casual
PixelPete,Frogger,128814,87,26,Grandmaster
RetroRider,Galaga,129594,91,33,Grandmaster
RetroRider,Pac-Man,73384,80,40,Casual
RetroRider,Pac-Man,21812,100,42,Novice
PixelPete,Pac-Man,82658,71,36,Pro Gamer
NeoGeo,Frogger,125286,71,18,Grandmaster
NeoGeo,Space Invaders,117428,65,27,Pro Gamer
PixelPete,Donkey Kong,109539,64,15,Pro Gamer
RetroRider,Space Invaders,141814,81,9,Grandmaster
RetroRider,Donkey Kong,82107,77,40,Pro Gamer
BlipBlop,Frogger,51273,67,4,Casual
SegaSam,Frogger,94489,79,26,Pro Gamer
RetroRider,Donkey Kong,125324,68,43,Grandmaster
NeoGeo,Donkey Kong,21250,95,26,Novice
ChompQueen,Frogger,77042,73,39,Casual
KongKiller,Pac-Man,87328,77,10,Pro Gamer
SegaSam,Pac-Man,150217,98,2,Grandmaster
NeoGeo,Frogger,12663,91,17,Novice
KongKiller,Pac-Man,52703,86,8,Casual
BlipBlop,Space Invaders,139814,68,41,Grandmaster
NeoGeo,Pac-Man,147254,90,35,Grandmaster
NeoGeo,Frogger,39415,67,21,Casual
SegaSam,Galaga,6911,99,33,Novice
RetroRider,Donkey Kong,148330,71,28,Grandmaster
SegaSam,Galaga,12251,85,33,Novice
KongKiller,Donkey Kong,95250,70,10,Pro Gamer
NeoGeo,Pac-Man,36324,75,36,Casual
SegaSam,Space Invaders,54987,66,34,Casual
KongKiller,Space Invaders,102003,84,27,Pro Gamer
SegaSam,Donkey Kong,147723,86,45,Grandmaster
SegaSam,Donkey Kong,98691,63,44,Pro Gamer
RetroRider,Frogger,85693,68,4,Pro Gamer
ChompQueen,Space Invaders,142027,70,18,Grandmaster
KongKiller,Frogger,88340,74,16,Pro Gamer
NeoGeo,Space Invaders,39058,82,45,Casual
NeoGeo,Space Invaders,8307,90,2,Novice
ChompQueen,Space Invaders,78196,69,25,Casual
NeoGeo,Space Invaders,60211,72,27,Casual
KongKiller,Frogger,125897,71,39,Grandmaster
KongKiller,Space Invaders,60294,90,44,Casual
RetroRider,Frogger,45917,86,3,Casual
SegaSam,Frogger,114448,97,43,Pro Gamer
SegaSam,Galaga,37330,98,22,Casual
NeoGeo,Frogger,115437,82,13,Pro Gamer
KongKiller,Pac-Man,73082,99,19,Casual
NeoGeo,Pac-Man,144613,62,31,Grandmaster
BlipBlop,Donkey Kong,107626,87,29,Pro Gamer
NeoGeo,Pac-Man,141876,65,32,Grandmaster
KongKiller,Galaga,94736,99,16,Pro Gamer
PixelPete,Donkey Kong,66221,76,31,Casual
RetroRider,Space Invaders,139950,60,12,Grandmaster
NeoGeo,Frogger,133974,99,19,Grandmaster
NeoGeo,Space Invaders,139975,98,31,Grandmaster
BlipBlop,Frogger,145383,89,14,Grandmaster
KongKiller,Space Invaders,82462,77,35,Pro Gamer
SegaSam,Space Invaders,53699,99,42,Casual
SegaSam,Donkey Kong,51720,79,13,Casual
SegaSam,Space Invaders,116657,95,20,Pro Gamer
SegaSam,Galaga,125790,63,24,Grandmaster
BlipBlop,Pac-Man,26428,73,28,Novice
BlipBlop,Pac-Man,24733,65,3,Novice
BlipBlop,Space Invaders,145613,74,35,Grandmaster
RetroRider,Galaga,64129,90,20,Casual
NeoGeo,Donkey Kong,10034,67,29,Novice
ChompQueen,Donkey Kong,113476,98,5,Pro Gamer
RetroRider,Frogger,60640,85,44,Casual
BlipBlop,Frogger,141149,68,31,Grandmaster
NeoGeo,Space Invaders,67307,78,17,Casual
SegaSam,Galaga,17596,79,5,Novice
ChompQueen,Pac-Man,43054,95,14,Casual
PixelPete,Donkey Kong,19771,75,39,Novice
KongKiller,Pac-Man,5758,67,15,Novice
NeoGeo,Space Invaders,102759,60,25,Pro Gamer
BlipBlop,Donkey Kong,90896,93,16,Pro Gamer
KongKiller,Galaga,10821,63,33,Novice
RetroRider,Galaga,33394,61,29,Casual
PixelPete,Galaga,5047,85,20,Novice
RetroRider,Galaga,145135,64,21,Grandmaster
BlipBlop,Galaga,66982,80,18,Casual
ChompQueen,Frogger,116243,86,15,Pro Gamer
ChompQueen,Galaga,35986,91,34,Casual
BlipBlop,Frogger,128295,67,9,Grandmaster
KongKiller,Space Invaders,101342,82,5,Pro Gamer
ChompQueen,Pac-Man,143790,90,38,Grandmaster
PixelPete,Donkey Kong,128495,71,13,Grandmaster
SegaSam,Galaga,56629,78,19,Casual
NeoGeo,Frogger,146187,88,14,Grandmaster
NeoGeo,Frogger,79713,100,25,Casual
KongKiller,Space Invaders,111559,77,9,Pro Gamer
BlipBlop,Galaga,51433,77,8,Casual
SegaSam,Donkey Kong,84161,69,34,Pro Gamer
ChompQueen,Galaga,70893,62,22,Casual
NeoGeo,Space Invaders,99238,93,33,Pro Gamer
PixelPete,Galaga,87510,63,31,Pro Gamer
NeoGeo,Frogger,150644,71,31,Grandmaster
PixelPete,Donkey Kong,9220,95,13,Novice
PixelPete,Space Invaders,26199,98,19,Novice
SegaSam,Pac-Man,150782,98,46,Grandmaster
PixelPete,Pac-Man,148202,61,39,Grandmaster
NeoGeo,Pac-Man,103979,91,24,Pro Gamer
BlipBlop,Frogger,101980,85,8,Pro Gamer
NeoGeo,Frogger,129159,69,33,Grandmaster
NeoGeo,Donkey Kong,126971,69,36,Grandmaster
KongKiller,Donkey Kong,31913,78,13,Casual
SegaSam,Space Invaders,149316,94,36,Grandmaster
RetroRider,Galaga,146969,72,14,Grandmaster
RetroRider,Frogger,27472,83,25,Novice
ChompQueen,Galaga,118631,94,35,Pro Gamer
KongKiller,Pac-Man,153332,90,4,Grandmaster
KongKiller,Donkey Kong,20190,95,37,Novice
BlipBlop,Frogger,9592,95,37,Novice
BlipBlop,Pac-Man,112815,73,13,Pro Gamer
NeoGeo,Space Invaders,85263,97,36,Pro Gamer
ChompQueen,Donkey Kong,23026,80,14,Novice
BlipBlop,Galaga,140703,86,33,Grandmaster
PixelPete,Donkey Kong,123614,85,23,Grandmaster
RetroRider,Donkey Kong,18015,83,34,Novice
PixelPete,Galaga,55393,68,36,Casual
PixelPete,Space Invaders,141957,75,33,Grandmaster
ChompQueen,Frogger,83395,82,9,Pro Gamer
PixelPete,Pac-Man,91546,95,12,Pro Gamer
RetroRider,Pac-Man,68332,82,39,Casual
SegaSam,Galaga,132238,86,38,Grandmaster
NeoGeo,Frogger,128382,86,39,Grandmaster
BlipBlop,Space Invaders,147934,98,15,Grandmaster
NeoGeo,Pac-Man,38308,74,14,Casual
PixelPete,Frogger,134076,60,31,Grandmaster
NeoGeo,Galaga,124001,89,44,Grandmaster
KongKiller,Donkey Kong,142902,96,5,Grandmaster
RetroRider,Pac-Man,56734,89,19,Casual
PixelPete,Pac-Man,84743,69,35,Pro Gamer
RetroRider,Frogger,95587,61,21,Pro Gamer
ChompQueen,Frogger,108803,76,5,Pro Gamer
SegaSam,Pac-Man,116158,79,2,Pro Gamer
BlipBlop,Frogger,24951,62,4,Novice
NeoGeo,Pac-Man,97801,71,30,Pro Gamer
ChompQueen,Frogger,154917,71,7,Grandmaster
BlipBlop,Frogger,135821,89,46,Grandmaster
ChompQueen,Frogger,69381,82,6,Casual
SegaSam,Frogger,30892,78,5,Casual
SegaSam,Donkey Kong,69535,72,12,Casual
PixelPete,Galaga,146068,98,40,Grandmaster
RetroRider,Frogger,37502,76,27,Casual
BlipBlop,Space Invaders,26151,83,4,Novice
RetroRider,Pac-Man,61496,80,27,Casual
BlipBlop,Pac-Man,137871,62,44,Grandmaster
NeoGeo,Galaga,94881,75,33,Pro Gamer
KongKiller,Space Invaders,49926,89,3,Casual
BlipBlop,Pac-Man,55253,95,42,Casual
PixelPete,Galaga,36651,80,32,Casual
BlipBlop,Pac-Man,86396,73,44,Pro Gamer
PixelPete,Frogger,107464,68,21,Pro Gamer
ChompQueen,Donkey Kong,82496,88,10,Pro Gamer
SegaSam,Galaga,66825,98,13,Casual
ChompQueen,Pac-Man,132179,80,35,Grandmaster
BlipBlop,Frogger,112735,78,21,Pro Gamer
ChompQueen,Galaga,120261,90,42,Grandmaster
KongKiller,Pac-Man,22073,85,34,Novice
PixelPete,Donkey Kong,67242,98,45,Casual
NeoGeo,Donkey Kong,84283,95,21,Pro Gamer
RetroRider,Pac-Man,56032,69,19,Casual
RetroRider,Frogger,79968,85,42,Casual
BlipBlop,Frogger,44918,100,19,Casual
ChompQueen,Frogger,77523,97,39,Casual
RetroRider,Pac-Man,147185,66,22,Grandmaster
NeoGeo,Space Invaders,86244,62,4,Pro Gamer
NeoGeo,Space Invaders,98577,84,41,Pro Gamer
PixelPete,Space Invaders,129469,76,25,Grandmaster
NeoGeo,Galaga,30872,87,13,Casual
BlipBlop,Pac-Man,89435,98,8,Pro Gamer
ChompQueen,Donkey Kong,133603,60,33,Grandmaster
PixelPete,Donkey Kong,22209,86,42,Novice
BlipBlop,Pac-Man,119498,66,41,Pro Gamer
KongKiller,Space Invaders,88912,90,11,Pro Gamer
RetroRider,Pac-Man,85050,89,29,Pro Gamer
PixelPete,Donkey Kong,121019,61,15,Grandmaster
RetroRider,Space Invaders,60427,94,37,Casual
BlipBlop,Pac-Man,35230,89,40,Casual
NeoGeo,Donkey Kong,30948,83,40,Casual
SegaSam,Pac-Man,59174,96,8,Casual
BlipBlop,Galaga,134642,79,4,Grandmaster
NeoGeo,Donkey Kong,52196,80,39,Casual
SegaSam,Galaga,47744,80,24,Casual
ChompQueen,Frogger,11634,61,45,Novice
ChompQueen,Donkey Kong,59465,74,23,Casual
SegaSam,Space Invaders,39168,60,27,Casual
RetroRider,Pac-Man,93314,84,26,Pro Gamer
KongKiller,Space Invaders,31664,68,10,Casual
RetroRider,Pac-Man,11259,92,31,Novice
NeoGeo,Frogger,150196,93,30,Grandmaster
BlipBlop,Space Invaders,66460,92,34,Casual
SegaSam,Galaga,139905,63,15,Grandmaster
ChompQueen,Galaga,40533,81,13,Casual
PixelPete,Frogger,151477,73,6,Grandmaster
NeoGeo,Donkey Kong,6902,73,21,Novice
NeoGeo,Galaga,81067,93,23,Pro Gamer
ChompQueen,Pac-Man,14966,78,11,Novice
NeoGeo,Frogger,52055,63,43,Casual
RetroRider,Galaga,101607,77,37,Pro Gamer
KongKiller,Space Invaders,19429,69,22,Novice
SegaSam,Frogger,23599,86,34,Novice
BlipBlop,Space Invaders,80611,89,40,Pro Gamer
PixelPete,Space Invaders,125306,93,7,Grandmaster
NeoGeo,Donkey Kong,109687,83,12,Pro Gamer
KongKiller,Pac-Man,134500,67,12,Grandmaster
KongKiller,Pac-Man,67394,93,39,Casual
PixelPete,Galaga,105307,64,44,Pro Gamer
PixelPete,Space Invaders,15931,62,40,Novice
NeoGeo,Pac-Man,124586,93,39,Grandmaster
PixelPete,Space Invaders,33104,96,5,Casual
SegaSam,Donkey Kong,47960,64,34,Casual
ChompQueen,Space Invaders,55583,77,31,Casual
KongKiller,Donkey Kong,123543,67,43,Grandmaster
BlipBlop,Space Invaders,24682,63,6,Novice
PixelPete,Galaga,24562,91,28,Novice
NeoGeo,Donkey Kong,53745,87,29,Casual
PixelPete,Frogger,146806,71,13,Grandmaster
BlipBlop,Frogger,84193,97,37,Pro Gamer
SegaSam,Space Invaders,18041,66,28,Novice
ChompQueen,Donkey Kong,81473,89,24,Pro Gamer
BlipBlop,Space Invaders,78097,81,46,Casual
KongKiller,Donkey Kong,86821,82,6,Pro Gamer
BlipBlop,Galaga,133460,63,42,Grandmaster
BlipBlop,Donkey Kong,112339,87,32,Pro Gamer
RetroRider,Galaga,76565,77,27,Casual
ChompQueen,Frogger,84363,72,43,Pro Gamer
BlipBlop,Frogger,103767,96,39,Pro Gamer
BlipBlop,Space Invaders,94892,68,13,Pro Gamer
SegaSam,Donkey Kong,27618,97,22,Novice
PixelPete,Space Invaders,56185,70,43,Casual
ChompQueen,Frogger,107339,85,18,Pro Gamer
PixelPete,Galaga,143249,82,11,Grandmaster
NeoGeo,Galaga,17961,100,25,Novice
SegaSam,Galaga,56805,72,36,Casual
BlipBlop,Frogger,17115,99,37,Novice
PixelPete,Donkey Kong,53788,99,2,Casual
BlipBlop,Pac-Man,99725,75,11,Pro Gamer
SegaSam,Donkey Kong,70890,80,39,Casual
RetroRider,Pac-Man,147569,73,28,Grandmaster
ChompQueen,Frogger,35703,70,23,Casual
BlipBlop,Donkey Kong,37939,99,35,Casual
ChompQueen,Donkey Kong,89363,98,9,Pro Gamer
RetroRider,Frogger,114094,79,20,Pro Gamer
PixelPete,Pac-Man,124463,67,24,Grandmaster
PixelPete,Galaga,26611,90,14,Novice
ChompQueen,Space Invaders,134479,70,38,Grandmaster
KongKiller,Frogger,148176,72,30,Grandmaster
NeoGeo,Donkey Kong,63827,99,2,Casual
ChompQueen,Frogger,18597,89,2,Novice
RetroRider,Pac-Man,78492,62,3,Casual
SegaSam,Space Invaders,13930,81,43,Novice
ChompQueen,Galaga,107971,93,21,Pro Gamer
KongKiller,Pac-Man,131285,63,3,Grandmaster
SegaSam,Frogger,17884,60,16,Novice
NeoGeo,Galaga,151024,95,43,Grandmaster
